Time;Acceleration;Position
2025/04/27_18:30:09;{'x': 0.6296750366210937, 'y': 2.5330653564453125, 'z': 9.466673364257812};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:10;{'x': 0.5746083984375, 'y': 2.5857377929687497, 'z': 9.504980590820312};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:11;{'x': 0.6105214233398437, 'y': 2.5426421630859375, 'z': 9.440337145996093};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:12;{'x': 0.584185205078125, 'y': 2.5258827514648434, 'z': 9.411606726074218};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:13;{'x': 0.6392518432617187, 'y': 2.5450363647460934, 'z': 9.423577734375};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:14;{'x': 0.6344634399414062, 'y': 2.499546533203125, 'z': 9.495403784179686};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:15;{'x': 0.6727706665039062, 'y': 2.5522189697265625, 'z': 9.459490759277344};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:16;{'x': 0.6272808349609375, 'y': 2.5426421630859375, 'z': 9.469067565917967};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:17;{'x': 0.63206923828125, 'y': 2.5043349365234375, 'z': 9.464279162597656};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:18;{'x': 0.6464344482421874, 'y': 2.583343591308594, 'z': 9.409212524414063};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:19;{'x': 0.7254431030273437, 'y': 2.5641899780273434, 'z': 9.5384994140625};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:20;{'x': 0.6153098266601562, 'y': 2.5378537597656248, 'z': 9.428366137695312};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:21;{'x': 0.584185205078125, 'y': 2.5474305664062498, 'z': 9.366116894531249};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:22;{'x': 0.46208092041015625, 'y': 2.5665841796874997, 'z': 9.406818322753905};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:23;{'x': 0.5770026000976562, 'y': 2.5067291381835934, 'z': 9.425971936035156};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:24;{'x': 0.6177040283203125, 'y': 2.5617957763671875, 'z': 9.507374792480467};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:25;{'x': 0.6009446166992187, 'y': 2.540247961425781, 'z': 9.476250170898437};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:26;{'x': 0.63206923828125, 'y': 2.5809493896484375, 'z': 9.3852705078125};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:27;{'x': 0.5817910034179687, 'y': 2.5139117431640625, 'z': 9.394847314453125};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:28;{'x': 0.59376201171875, 'y': 2.5378537597656248, 'z': 9.476250170898437};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:29;{'x': 0.6871358764648438, 'y': 2.521094348144531, 'z': 9.490615380859374};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:30;{'x': 0.488417138671875, 'y': 2.6001030029296874, 'z': 9.373299499511718};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:31;{'x': 0.6296750366210937, 'y': 2.518700146484375, 'z': 9.648632690429688};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:32;{'x': 0.5027823486328125, 'y': 2.5617957763671875, 'z': 9.49300958251953};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:33;{'x': 0.603338818359375, 'y': 2.5067291381835934, 'z': 9.445125549316407};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:34;{'x': 0.5817910034179687, 'y': 2.492363928222656, 'z': 9.459490759277344};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:35;{'x': 0.5913678100585937, 'y': 2.5330653564453125, 'z': 9.387664709472656};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:36;{'x': 0.55545478515625, 'y': 2.5330653564453125, 'z': 9.41639512939453};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:37;{'x': 0.6248866333007812, 'y': 2.549824768066406, 'z': 9.423577734375};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:38;{'x': 0.5434837768554687, 'y': 2.5570073730468748, 'z': 9.409212524414063};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:39;{'x': 0.6009446166992187, 'y': 2.5378537597656248, 'z': 9.519345800781249};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:40;{'x': 0.6440402465820312, 'y': 2.511517541503906, 'z': 9.425971936035156};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:41;{'x': 0.63206923828125, 'y': 2.5043349365234375, 'z': 9.368511096191405};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:42;{'x': 0.7589619262695312, 'y': 2.568978381347656, 'z': 9.473855969238281};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:43;{'x': 0.5961562133789062, 'y': 2.5330653564453125, 'z': 9.473855969238281};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:44;{'x': 0.5817910034179687, 'y': 2.5450363647460934, 'z': 9.562441430664062};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:45;{'x': 0.5722141967773438, 'y': 2.5139117431640625, 'z': 9.442731347656249};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:46;{'x': 0.5913678100585937, 'y': 2.5665841796874997, 'z': 9.449913952636718};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:47;{'x': 0.7062894897460937, 'y': 2.4756045166015626, 'z': 9.495403784179686};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:48;{'x': 0.49799394531249996, 'y': 2.549824768066406, 'z': 9.476250170898437};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:49;{'x': 0.5865794067382812, 'y': 2.5570073730468748, 'z': 9.502586389160156};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:50;{'x': 0.5961562133789062, 'y': 2.5617957763671875, 'z': 9.483432775878907};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:51;{'x': 0.6727706665039062, 'y': 2.530671154785156, 'z': 9.600748657226562};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:52;{'x': 0.603338818359375, 'y': 2.5737667846679684, 'z': 9.387664709472656};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:53;{'x': 0.7493851196289062, 'y': 2.521094348144531, 'z': 9.497797985839844};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:54;{'x': 0.5985504150390625, 'y': 2.518700146484375, 'z': 9.504980590820312};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:55;{'x': 0.5458779785156249, 'y': 2.492363928222656, 'z': 9.41639512939453};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:56;{'x': 0.603338818359375, 'y': 2.5546131713867184, 'z': 9.414000927734374};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:57;{'x': 0.6344634399414062, 'y': 2.5953145996093747, 'z': 9.382876306152344};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:58;{'x': 0.5865794067382812, 'y': 2.50912333984375, 'z': 9.45470235595703};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:59;{'x': 0.7230489013671875, 'y': 2.5139117431640625, 'z': 9.37808790283203};(8.7431433, 48.0752569, 729212)
2025/04/27_18:31:00;{'x': 0.6368576416015624, 'y': 2.5354595581054684, 'z': 9.435548742675781};(8.7431433, 48.0752569, 729212)
2025/04/27_18:31:01;{'x': 0.6200982299804687, 'y': 2.5809493896484375, 'z': 9.45470235595703};(8.7431433, 48.0752569, 729212)
2025/04/27_18:31:02;{'x': 0.5698199951171875, 'y': 2.5043349365234375, 'z': 9.409212524414063};(8.7431433, 48.0752569, 729212)
2025/04/27_18:31:03;{'x': 0.5746083984375, 'y': 2.5713725830078125, 'z': 9.466673364257812};(8.7431433, 48.0752569, 729212)
2025/04/27_18:31:04;{'x': 0.603338818359375, 'y': 2.521094348144531, 'z': 9.437942944335937};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:04;{'x': 0.6153098266601562, 'y': 2.499546533203125, 'z': 9.504980590820312};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:05;{'x': 0.6512228515624999, 'y': 2.5713725830078125, 'z': 9.447519750976562};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:06;{'x': 0.5889736083984375, 'y': 2.5163059448242184, 'z': 9.452308154296874};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:07;{'x': 0.5961562133789062, 'y': 2.5234885498046875, 'z': 9.488221179199218};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:08;{'x': 0.5913678100585937, 'y': 2.50912333984375, 'z': 9.409212524414063};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:09;{'x': 0.55545478515625, 'y': 2.588131994628906, 'z': 9.440337145996093};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:10;{'x': 0.6368576416015624, 'y': 2.501940734863281, 'z': 9.449913952636718};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:11;{'x': 0.5913678100585937, 'y': 2.5450363647460934, 'z': 9.409212524414063};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:12;{'x': 0.6200982299804687, 'y': 2.5258827514648434, 'z': 9.627084875488281};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:13;{'x': 0.6536170532226562, 'y': 2.5426421630859375, 'z': 9.428366137695312};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:14;{'x': 0.6392518432617187, 'y': 2.530671154785156, 'z': 9.34696328125};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:15;{'x': 0.7254431030273437, 'y': 2.528276953125, 'z': 9.4618849609375};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:16;{'x': 0.6607996582031249, 'y': 2.578555187988281, 'z': 9.41639512939453};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:17;{'x': 0.6416460449218749, 'y': 2.540247961425781, 'z': 9.394847314453125};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:18;{'x': 0.63206923828125, 'y': 2.528276953125, 'z': 9.45470235595703};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:19;{'x': 0.6153098266601562, 'y': 2.5905261962890624, 'z': 9.593566052246093};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:20;{'x': 0.6392518432617187, 'y': 2.528276953125, 'z': 9.404424121093749};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:21;{'x': 0.7541735229492187, 'y': 2.5426421630859375, 'z': 9.373299499511718};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:22;{'x': 0.6488286499023437, 'y': 2.7341782958984373, 'z': 9.41639512939453};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:23;{'x': 0.4836287353515625, 'y': 2.530671154785156, 'z': 9.368511096191405};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:24;{'x': 0.7637503295898437, 'y': 2.5426421630859375, 'z': 9.567229833984374};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:25;{'x': 0.6655880615234374, 'y': 2.5665841796874997, 'z': 9.433154541015625};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:26;{'x': 0.6344634399414062, 'y': 2.4756045166015626, 'z': 9.457096557617186};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:27;{'x': 0.6177040283203125, 'y': 2.5330653564453125, 'z': 9.409212524414063};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:28;{'x': 0.6272808349609375, 'y': 2.463633508300781, 'z': 9.469067565917967};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:29;{'x': 0.6177040283203125, 'y': 2.530671154785156, 'z': 9.469067565917967};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:31;{'x': 0.603338818359375, 'y': 2.5258827514648434, 'z': 9.586383447265625};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:31;{'x': 0.6943184814453125, 'y': 2.5067291381835934, 'z': 9.428366137695312};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:34;{'x': 0.7350199096679687, 'y': 2.50912333984375, 'z': 9.390058911132812};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:34;{'x': 0.5770026000976562, 'y': 2.5378537597656248, 'z': 9.392453112792968};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:37;{'x': 0.63206923828125, 'y': 2.518700146484375, 'z': 9.483432775878907};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:37;{'x': 0.46208092041015625, 'y': 2.5474305664062498, 'z': 9.406818322753905};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:38;{'x': 0.55545478515625, 'y': 2.5905261962890624, 'z': 9.533711010742186};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:41;{'x': 0.7637503295898437, 'y': 2.5617957763671875, 'z': 9.392453112792968};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:45;{'x': 0.7134720947265625, 'y': 2.559401574707031, 'z': 9.466673364257812};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:48;{'x': 0.6177040283203125, 'y': 2.5330653564453125, 'z': 9.272743029785156};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:48;{'x': 0.6009446166992187, 'y': 2.5258827514648434, 'z': 9.610325463867188};(8.7431433, 48.0752569, 729212)
2025/04/27_18:33:49;{'x': 0.6368576416015624, 'y': 2.592920397949219, 'z': 9.435548742675781};(8.7431433, 48.0752569, 729212)
2025/04/27_22:12:51;{'x': -0.948103857421875, 'y': 2.5258827514648434, 'z': 9.303867651367186};(8.7431433, 48.0752569, 729212)
2025/04/27_22:12:52;{'x': -1.0319009155273438, 'y': 2.5378537597656248, 'z': 9.220070593261719};(8.7431433, 48.0752569, 729212)
2025/04/27_22:12:53;{'x': -1.024718310546875, 'y': 2.5354595581054684, 'z': 9.382876306152344};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:11;{'x': -1.0749965454101562, 'y': 2.5330653564453125, 'z': 9.287108239746093};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:12;{'x': -1.0510545288085937, 'y': 2.521094348144531, 'z': 9.277531433105468};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:13;{'x': -1.0342951171875, 'y': 2.5354595581054684, 'z': 9.255983618164063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:14;{'x': -0.9959878906249999, 'y': 2.5330653564453125, 'z': 9.279925634765624};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:15;{'x': -1.0749965454101562, 'y': 2.518700146484375, 'z': 9.306261853027344};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:16;{'x': -0.9983820922851562, 'y': 2.528276953125, 'z': 9.33978067626953};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:17;{'x': -1.01514150390625, 'y': 2.501940734863281, 'z': 9.270348828125};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:43;{'x': -1.0271125122070313, 'y': 2.50912333984375, 'z': 9.315838659667968};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:44;{'x': -1.0510545288085937, 'y': 2.4851813232421875, 'z': 9.287108239746093};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:45;{'x': -1.0103531005859374, 'y': 2.482787121582031, 'z': 9.267954626464844};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:46;{'x': -1.0606313354492187, 'y': 2.6001030029296874, 'z': 9.306261853027344};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:47;{'x': -1.0079588989257813, 'y': 2.5570073730468748, 'z': 9.291896643066405};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:48;{'x': -1.0007762939453124, 'y': 2.5641899780273434, 'z': 9.344569079589844};(8.7431433, 48.0752569, 729212)
2025/04/27_22:13:49;{'x': -0.9504980590820312, 'y': 2.454056701660156, 'z': 9.282319836425781};(8.7431433, 48.0752569, 729212)
2025/04/27_22:18:49;{'x': -0.603338818359375, 'y': 3.0406361083984375, 'z': 9.179369165039063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:18:50;{'x': -0.6368576416015624, 'y': 3.095702746582031, 'z': 9.157821350097656};(8.7431433, 48.0752569, 729212)
2025/04/27_22:18:51;{'x': -0.6296750366210937, 'y': 3.038241906738281, 'z': 9.121908325195312};(8.7431433, 48.0752569, 729212)
2025/04/27_22:18:52;{'x': -0.689530078125, 'y': 3.0813375366210938, 'z': 9.107543115234375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:18:53;{'x': -0.6607996582031249, 'y': 3.095702746582031, 'z': 9.129090930175781};(8.7431433, 48.0752569, 729212)
2025/04/27_22:18:54;{'x': -0.5817910034179687, 'y': 3.0741549316406247, 'z': 9.176974963378905};(8.7431433, 48.0752569, 729212)
2025/04/27_22:18:55;{'x': -0.4860229370117187, 'y': 3.0885201416015624, 'z': 9.22485899658203};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:10;{'x': -0.51714755859375, 'y': 3.1076737548828124, 'z': 9.117119921875};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:11;{'x': -0.5147533569335937, 'y': 3.1507693847656246, 'z': 9.150638745117186};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:12;{'x': -0.5985504150390625, 'y': 3.1292215698242187, 'z': 9.045293872070312};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:13;{'x': -0.5219359619140624, 'y': 3.162740393066406, 'z': 9.160215551757812};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:14;{'x': -0.5817910034179687, 'y': 3.162740393066406, 'z': 9.212887988281249};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:15;{'x': -0.603338818359375, 'y': 3.0837317382812497, 'z': 9.160215551757812};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:16;{'x': -0.5770026000976562, 'y': 3.0980969482421874, 'z': 9.272743029785156};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:17;{'x': -0.5363011718749999, 'y': 3.1316157714843746, 'z': 9.129090930175781};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:18;{'x': -0.6081272216796875, 'y': 3.1268273681640624, 'z': 9.246406811523437};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:19;{'x': -0.584185205078125, 'y': 3.1771056030273437, 'z': 9.050082275390624};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:20;{'x': -0.5602431884765625, 'y': 3.1196447631835937, 'z': 9.131485131835937};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:21;{'x': -0.5913678100585937, 'y': 3.1699229980468746, 'z': 9.107543115234375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:22;{'x': -0.5099649536132812, 'y': 3.1651345947265623, 'z': 9.179369165039063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:23;{'x': -0.5889736083984375, 'y': 3.1794998046874996, 'z': 9.09796630859375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:24;{'x': -0.612915625, 'y': 3.124433166503906, 'z': 9.121908325195312};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:25;{'x': -0.7493851196289062, 'y': 3.1292215698242187, 'z': 9.167398156738281};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:26;{'x': -0.5770026000976562, 'y': 3.1196447631835937, 'z': 9.153032946777342};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:27;{'x': -0.5626373901367188, 'y': 3.1411925781249996, 'z': 9.100360510253905};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:28;{'x': -0.5674257934570313, 'y': 3.1579519897460937, 'z': 9.14824454345703};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:29;{'x': -0.5339069702148437, 'y': 3.0813375366210938, 'z': 9.188945971679686};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:30;{'x': -0.5602431884765625, 'y': 3.1507693847656246, 'z': 9.121908325195312};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:31;{'x': -0.59376201171875, 'y': 3.1364041748046874, 'z': 9.095572106933593};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:32;{'x': -0.5482721801757812, 'y': 3.1459809814453124, 'z': 9.07163009033203};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:33;{'x': -0.5315127685546874, 'y': 3.1771056030273437, 'z': 9.100360510253905};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:34;{'x': -0.5434837768554687, 'y': 3.124433166503906, 'z': 9.200916979980468};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:35;{'x': -0.5099649536132812, 'y': 3.143586779785156, 'z': 9.234435803222656};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:36;{'x': -0.5602431884765625, 'y': 3.0933085449218747, 'z': 9.157821350097656};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:37;{'x': -0.7493851196289062, 'y': 3.1364041748046874, 'z': 9.150638745117186};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:38;{'x': -0.5626373901367188, 'y': 3.1364041748046874, 'z': 9.102754711914063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:39;{'x': -0.5674257934570313, 'y': 3.066972326660156, 'z': 9.184157568359375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:40;{'x': -0.6607996582031249, 'y': 3.1124621582031247, 'z': 9.117119921875};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:41;{'x': -0.6009446166992187, 'y': 3.1004911499023438, 'z': 9.222464794921875};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:42;{'x': -0.6392518432617187, 'y': 2.952050646972656, 'z': 9.179369165039063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:43;{'x': -0.6272808349609375, 'y': 2.9759926635742184, 'z': 9.085995300292968};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:44;{'x': -0.5865794067382812, 'y': 3.1004911499023438, 'z': 9.169792358398437};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:45;{'x': -0.5746083984375, 'y': 3.0837317382812497, 'z': 9.188945971679686};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:46;{'x': -0.603338818359375, 'y': 3.0813375366210938, 'z': 9.14824454345703};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:47;{'x': -0.603338818359375, 'y': 3.0645781249999997, 'z': 9.074024291992187};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:48;{'x': -0.5961562133789062, 'y': 3.1316157714843746, 'z': 9.153032946777342};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:49;{'x': -0.5865794067382812, 'y': 3.1292215698242187, 'z': 9.179369165039063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:50;{'x': -0.5578489868164063, 'y': 3.076549133300781, 'z': 9.215282189941405};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:51;{'x': -0.584185205078125, 'y': 3.1100679565429687, 'z': 9.222464794921875};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:52;{'x': -0.6392518432617187, 'y': 3.0693665283203124, 'z': 9.13627353515625};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:53;{'x': -0.5578489868164063, 'y': 3.095702746582031, 'z': 9.179369165039063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:54;{'x': -0.603338818359375, 'y': 3.210624426269531, 'z': 9.100360510253905};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:55;{'x': -0.6105214233398437, 'y': 3.0693665283203124, 'z': 9.165003955078124};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:56;{'x': -0.6177040283203125, 'y': 3.1316157714843746, 'z': 9.102754711914063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:57;{'x': -0.5793968017578125, 'y': 2.920926025390625, 'z': 9.081206896972656};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:58;{'x': -0.6655880615234374, 'y': 3.009511486816406, 'z': 9.1554271484375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:20:59;{'x': -0.6153098266601562, 'y': 3.0645781249999997, 'z': 9.153032946777342};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:00;{'x': -0.7350199096679687, 'y': 2.91134921875, 'z': 9.102754711914063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:01;{'x': -0.5722141967773438, 'y': 3.1124621582031247, 'z': 9.107543115234375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:02;{'x': -0.5889736083984375, 'y': 3.071760729980469, 'z': 9.131485131835937};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:03;{'x': -0.6105214233398437, 'y': 3.1004911499023438, 'z': 9.100360510253905};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:04;{'x': -0.6368576416015624, 'y': 3.114856359863281, 'z': 9.153032946777342};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:05;{'x': -0.59376201171875, 'y': 3.1220389648437497, 'z': 9.090783703613281};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:06;{'x': -0.7422025146484375, 'y': 2.961627453613281, 'z': 9.081206896972656};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:07;{'x': -0.5793968017578125, 'y': 3.086125939941406, 'z': 9.165003955078124};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:08;{'x': -0.4644751220703125, 'y': 3.1172505615234374, 'z': 9.200916979980468};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:09;{'x': -0.5865794067382812, 'y': 3.0621839233398433, 'z': 9.076418493652342};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:10;{'x': -0.5961562133789062, 'y': 3.0813375366210938, 'z': 9.176974963378905};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:11;{'x': -0.612915625, 'y': 3.1220389648437497, 'z': 9.172186560058593};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:12;{'x': -0.7565677246093749, 'y': 3.0813375366210938, 'z': 9.112331518554686};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:13;{'x': -0.6368576416015624, 'y': 3.0550013183593747, 'z': 9.143456140136719};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:14;{'x': -0.55545478515625, 'y': 3.0980969482421874, 'z': 9.09796630859375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:15;{'x': -0.59376201171875, 'y': 3.0885201416015624, 'z': 9.0788126953125};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:16;{'x': -0.5770026000976562, 'y': 3.076549133300781, 'z': 9.141061938476563};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:17;{'x': -0.6368576416015624, 'y': 3.1028853515624997, 'z': 9.105148913574219};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:18;{'x': -0.6153098266601562, 'y': 3.143586779785156, 'z': 9.105148913574219};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:19;{'x': -0.6177040283203125, 'y': 3.0837317382812497, 'z': 8.901641772460938};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:20;{'x': -0.5099649536132812, 'y': 3.114856359863281, 'z': 9.162609753417968};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:21;{'x': -0.5770026000976562, 'y': 3.1364041748046874, 'z': 9.172186560058593};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:22;{'x': -0.5674257934570313, 'y': 3.191470812988281, 'z': 9.203311181640624};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:23;{'x': -0.6177040283203125, 'y': 3.071760729980469, 'z': 9.100360510253905};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:24;{'x': -0.612915625, 'y': 2.9281086303710935, 'z': 9.145850341796875};(8.7431433, 48.0752569, 729212)
