Time;GeigerCounts;Ozone;Pressure;Temperature;CO2;InsideTemp;Humidity;Relative Humidity;BME-Pressure;BME-Altitude
2025/04/27_15:42:55;26;20.0;943.3742367543604;21.474633979797364;1159;0;0;0;0;0
2025/04/27_15:42:56;26;20.0;943.3414204562499;21.470659594535828;1159;0;0;0;0;0
2025/04/27_15:42:57;26;20.0;943.346216219076;21.46839830636978;1159;0;0;0;0;0
2025/04/27_15:42:58;25;20.0;943.3680352663641;21.467850115299225;1162;0;0;0;0;0
2025/04/27_15:42:59;25;20.0;943.344653045386;21.46229968070984;1162;0;0;0;0;0
2025/04/27_15:43:00;25;20.0;943.3714539850506;21.46545177936554;1162;0;0;0;0;0
2025/04/27_15:43:01;24;20.0;943.3551535890551;21.462916395664216;1162;0;0;0;0;0
2025/04/27_15:43:02;23;20.0;943.3603702241287;21.466137018203735;1168;0;0;0;0;0
2025/04/27_15:43:03;23;20.0;943.3720260219407;21.467781591415406;1168;0;0;0;0;0
2025/04/27_15:43:04;23;20.0;943.3937006458705;21.47059107065201;1168;0;0;0;0;0
2025/04/27_15:43:05;23;20.0;943.3490484941893;21.45921610593796;1168;0;0;0;0;0
2025/04/27_15:43:06;23;20.0;943.4136244105399;21.461340346336364;1168;0;0;0;0;0
2025/04/27_15:43:07;22;20.0;943.3514745852672;21.464972112178803;1169;0;0;0;0;0
2025/04/27_15:43:08;22;20.0;943.4040229768921;21.457571532726288;1169;0;0;0;0;0
2025/04/27_15:43:09;21;20.0;943.3859541979953;21.458325295448304;1169;0;0;0;0;0
2025/04/27_15:43:10;23;20.0;943.3522692866696;21.454487957954406;1169;0;0;0;0;0
2025/04/27_15:43:11;23;20.0;943.3622060054296;21.45702334165573;1169;0;0;0;0;0
2025/04/27_15:43:12;22;20.0;943.3542786753588;21.45092471599579;1168;0;0;0;0;0
2025/04/27_15:43:13;22;20.0;943.3294703702148;21.447635569572448;1168;0;0;0;0;0
2025/04/27_15:43:14;23;20.0;943.3043955983318;21.443798232078553;1168;0;0;0;0;0
2025/04/27_15:43:15;23;20.0;943.299918487941;21.448252284526824;1168;0;0;0;0;0
2025/04/27_15:43:16;24;20.0;943.3400330563469;21.446265091896056;1168;0;0;0;0;0
2025/04/27_15:43:17;22;20.0;943.3037371135957;21.446676235198975;1168;0;0;0;0;0
2025/04/27_15:43:18;22;20.0;943.3290423594666;21.441948087215422;1168;0;0;0;0;0
2025/04/27_15:43:19;20;20.0;943.3050540119812;21.44092022895813;1168;0;0;0;0;0
2025/04/27_15:43:20;20;20.0;943.2831484895686;21.430710170269013;1168;0;0;0;0;0
2025/04/27_15:43:21;19;20.0;943.320742913089;21.439892370700836;1170;0;0;0;0;0
2025/04/27_15:43:22;18;20.0;943.3247505497746;21.436397652626038;1170;0;0;0;0;0
2025/04/27_15:43:23;18;20.0;943.3396582563303;21.43434193611145;1170;0;0;0;0;0
2025/04/27_15:43:24;17;20.0;943.3290650555194;21.426804308891295;1170;0;0;0;0;0
2025/04/27_15:43:25;18;20.0;943.3239064028342;21.425433831214903;1170;0;0;0;0;0
2025/04/27_15:43:26;17;20.0;943.3616233094767;21.418718490600586;1172;0;0;0;0;0
2025/04/27_15:43:27;16;20.0;943.3523311056458;21.412893960475923;1172;0;0;0;0;0
2025/04/27_15:43:28;16;20.0;943.352776648128;21.42303549528122;1172;0;0;0;0;0
2025/04/27_15:43:29;16;20.0;943.3693597684318;21.422692875862122;1172;0;0;0;0;0
2025/04/27_15:43:30;16;20.0;943.3588112465845;21.41659425020218;1172;0;0;0;0;0
2025/04/27_15:43:43;5;20.0;943.3408060940259;21.415360820293426;1205;0;0;0;0;0
2025/04/27_15:43:44;5;20.0;943.3833097521623;21.421939113140105;1205;0;0;0;0;0
2025/04/27_15:43:45;5;20.0;943.3519400766221;21.42420040130615;1205;0;0;0;0;0
2025/04/27_15:43:58;7;20.0;859.5319961898099;21.4135106754303;1218;0;0;0;0;0
2025/04/27_15:43:59;8;20.0;935.1610041285869;16.973548299069517;1218;0;0;0;0;0
2025/04/27_15:44:00;10;20.0;943.3709443177825;21.405767476558687;1218;0;0;0;0;0
2025/04/27_15:44:01;10;20.0;943.3278554148009;21.396448228359223;1218;0;0;0;0;0
2025/04/27_15:44:02;11;20.0;943.3001285064715;21.41522377252579;1199;0;0;0;0;0
2025/04/27_15:44:03;13;20.0;943.3373334105884;21.412071673870088;1199;0;0;0;0;0
2025/04/27_15:44:04;13;20.0;943.3072211995925;21.40672681093216;1199;0;0;0;0;0
2025/04/27_15:44:19;3;20.0;935.1320762727205;16.973548299069517;1211;0;0;0;0;0
2025/04/27_15:44:20;3;20.0;943.355732066337;21.421802065372468;1211;0;0;0;0;0
2025/04/27_15:44:21;4;20.0;943.3476662322081;21.427146928310393;1211;0;0;0;0;0
2025/04/27_15:44:22;5;20.0;-1203.2608701018748;-546.867149943118;1211;0;0;0;0;0
2025/04/27_15:44:23;6;20.0;943.3169254345485;21.421665017604827;1203;0;0;0;0;0
2025/04/27_15:44:24;7;20.0;943.3243972682842;21.42913412094116;1203;0;0;0;0;0
2025/04/27_15:44:25;8;20.0;943.3233570712488;21.41988339662552;1203;0;0;0;0;0
2025/04/27_15:44:26;8;20.0;943.3227446243161;21.42420040130615;1203;0;0;0;0;0
2025/04/27_15:44:27;8;20.0;943.289586140244;21.417210965156556;1203;0;0;0;0;0
2025/04/27_15:44:28;8;20.0;943.3182150426187;21.415086724758147;1191;0;0;0;0;0
2025/04/27_15:44:29;9;20.0;943.3698349908561;21.421939113140105;1191;0;0;0;0;0
2025/04/27_15:44:30;9;20.0;943.385028268235;21.42104830265045;1191;0;0;0;0;0
2025/04/27_15:44:31;9;20.0;943.3628243083979;21.41330510377884;1191;0;0;0;0;0
2025/04/27_15:44:32;9;20.0;943.350573560633;21.412551341056822;1191;0;0;0;0;0
2025/04/27_15:44:33;11;20.0;943.3105408557109;21.409125146865843;1193;0;0;0;0;0
2025/04/27_15:44:34;11;20.0;943.337483156412;21.408919575214387;1193;0;0;0;0;0
2025/04/27_15:44:35;11;20.0;943.3561683977584;21.411934626102447;1193;0;0;0;0;0
2025/04/27_15:44:36;12;20.0;943.359198555121;21.417005393505097;1193;0;0;0;0;0
2025/04/27_15:44:37;12;20.0;943.3138569370011;21.415360820293426;1205;0;0;0;0;0
2025/04/27_15:44:38;13;20.0;943.3575744409754;21.416936869621278;1205;0;0;0;0;0
2025/04/27_15:44:39;13;20.0;943.3243111848616;21.41453853368759;1205;0;0;0;0;0
2025/04/27_15:44:40;15;20.0;943.3321583438275;21.414127390384674;1205;0;0;0;0;0
2025/04/27_15:44:41;15;20.0;943.3646953326534;21.405424857139586;1205;0;0;0;0;0
2025/04/27_15:44:42;15;20.0;943.3476215231925;21.40994743347168;1210;0;0;0;0;0
2025/04/27_15:44:43;16;20.0;943.3886795065243;21.410290052890776;1210;0;0;0;0;0
2025/04/27_15:44:44;17;20.0;943.3499941956255;21.410015957355498;1210;0;0;0;0;0
2025/04/27_15:44:45;17;20.0;943.3529168313773;21.407754669189455;1210;0;0;0;0;0
2025/04/27_15:44:46;17;20.0;943.3490308217719;21.41111233949661;1210;0;0;0;0;0
2025/04/27_15:44:47;17;20.0;943.3266058931913;21.412140197753907;1203;0;0;0;0;0
2025/04/27_15:44:48;17;20.0;943.3571969009109;21.412893960475923;1203;0;0;0;0;0
2025/04/27_15:44:49;17;20.0;943.2894342741565;21.40843990802765;1203;0;0;0;0;0
2025/04/27_15:45:02;0;20.0;943.3518916990017;21.410838243961333;1186;0;0;0;0;0
2025/04/27_15:45:04;0;20.0;943.3321388436912;21.4135106754303;1186;0;0;0;0;0
2025/04/27_15:45:05;0;20.0;943.3143776273741;21.416046059131624;1186;0;0;0;0;0
2025/04/27_15:45:06;1;20.0;943.3150778170373;21.410564148426054;1197;0;0;0;0;0
2025/04/27_15:45:07;1;20.0;943.3364544970223;21.415840487480164;1197;0;0;0;0;0
2025/04/27_15:45:08;1;20.0;943.3391723343765;21.411043815612793;1197;0;0;0;0;0
2025/04/27_15:45:09;1;20.0;943.3539454141894;21.41659425020218;1197;0;0;0;0;0
2025/04/27_15:45:10;1;20.0;943.3936858649206;21.418649966716767;1197;0;0;0;0;0
2025/04/27_15:45:11;3;20.0;943.3849469027883;21.422418780326844;1180;0;0;0;0;0
2025/04/27_15:45:12;4;20.0;943.3641554811361;21.41988339662552;1180;0;0;0;0;0
2025/04/27_15:45:13;4;20.0;943.3583718672324;21.41453853368759;1180;0;0;0;0;0
2025/04/27_15:45:14;4;20.0;943.3234543386783;21.4229669713974;1180;0;0;0;0;0
2025/04/27_15:45:15;4;20.0;943.3162786448587;21.41303100824356;1180;0;0;0;0;0
2025/04/27_15:45:16;5;20.0;943.3250272877209;21.4135106754303;1176;0;0;0;0;0
2025/04/27_15:45:17;6;20.0;943.3302868793501;21.414127390384674;1176;0;0;0;0;0
2025/04/27_15:45:18;6;20.0;943.3036953996809;21.417553584575654;1176;0;0;0;0;0
2025/04/27_15:45:19;7;20.0;943.3441057157539;21.425022687911987;1176;0;0;0;0;0
2025/04/27_15:45:20;7;20.0;943.3849141579948;21.4292711687088;1181;0;0;0;0;0
2025/04/27_15:45:21;9;20.0;943.3321086247827;21.42440597295761;1181;0;0;0;0;0
2025/04/27_15:45:22;9;20.0;943.3307253830324;21.424063353538514;1181;0;0;0;0;0
2025/04/27_15:45:23;9;20.0;943.3437804717174;21.422624351978303;1181;0;0;0;0;0
2025/04/27_15:45:24;10;20.0;943.3543351408229;21.428928549289704;1181;0;0;0;0;0
2025/04/27_15:45:25;10;20.0;943.3162389377993;21.41967782497406;1184;0;0;0;0;0
2025/04/27_15:45:50;4;20.0;943.3284718355906;21.431738028526308;1212;0;0;0;0;0
2025/04/27_15:45:51;4;20.0;943.3115269717399;21.43249179124832;1212;0;0;0;0;0
2025/04/27_15:45:52;4;20.0;943.3067685204707;21.431943600177764;1212;0;0;0;0;0
2025/04/27_15:45:53;4;20.0;943.3406607267196;21.43447898387909;1212;0;0;0;0;0
2025/04/27_15:45:54;4;20.0;943.3215280618612;21.437082891464232;1211;0;0;0;0;0
2025/04/27_15:45:55;4;20.0;943.3250367019297;21.43756255865097;1211;0;0;0;0;0
2025/04/27_15:45:56;4;20.0;943.3266437318098;21.44105727672577;1211;0;0;0;0;0
2025/04/27_15:45:57;4;20.0;943.3536331115396;21.442290706634523;1211;0;0;0;0;0
2025/04/27_15:45:58;5;20.0;943.3096789364951;21.4292711687088;1211;0;0;0;0;0
2025/04/27_15:45:59;7;20.0;943.3436127179815;21.44900604724884;1211;0;0;0;0;0
2025/04/27_15:46:00;7;20.0;943.3383270975031;21.44756704568863;1211;0;0;0;0;0
2025/04/27_15:46:01;8;20.0;943.313568549385;21.441879563331604;1211;0;0;0;0;0
2025/04/27_15:46:02;9;20.0;957.7038952954966;21.441879563331604;1211;0;0;0;0;0
2025/04/27_15:46:03;9;20.0;942.7543908518137;21.441399896144866;1211;0;0;0;0;0
2025/04/27_15:46:04;10;20.0;943.3004372381512;21.444894614219667;1199;0;0;0;0;0
2025/04/27_15:46:05;10;20.0;943.3041581979918;21.45215814590454;1199;0;0;0;0;0
2025/04/27_15:46:06;11;20.0;943.3067380956988;21.446881806850435;1199;0;0;0;0;0
2025/04/27_15:46:07;12;20.0;943.3047009583967;21.44557985305786;1199;0;0;0;0;0
2025/04/27_15:46:08;12;20.0;943.3188515076716;21.451198811531068;1203;0;0;0;0;0
2025/04/27_15:46:09;13;20.0;943.3227538272665;21.45229519367218;1203;0;0;0;0;0
2025/04/27_15:46:10;14;20.0;943.3381635236225;21.450308001041414;1203;0;0;0;0;0
2025/04/27_15:46:11;14;20.0;943.3759158007643;21.44462051868439;1203;0;0;0;0;0
2025/04/27_15:46:12;15;20.0;943.3337750652802;21.441673991680144;1203;0;0;0;0;0
2025/04/27_15:46:13;15;20.0;943.3307073543334;21.44729295015335;1200;0;0;0;0;0
2025/04/27_15:46:14;15;20.0;943.3479518210146;21.448115236759186;1200;0;0;0;0;0
2025/04/27_15:46:15;15;20.0;943.3274718550103;21.44756704568863;1200;0;0;0;0;0
2025/04/27_15:46:16;15;20.0;943.3521898009878;21.447978188991545;1200;0;0;0;0;0
2025/04/27_15:46:17;17;20.0;943.3085002064164;21.43146393299103;1200;0;0;0;0;0
2025/04/27_15:46:18;17;20.0;943.3177633866769;21.44434642314911;1201;0;0;0;0;0
2025/04/27_15:46:19;19;20.0;943.3155907361192;21.438727464675903;1201;0;0;0;0;0
2025/04/27_15:46:20;20;20.0;943.3116022918464;21.442838897705077;1201;0;0;0;0;0
2025/04/27_15:46:39;5;20.0;935.11353277537;16.973548299069517;1200;0;0;0;0;0
2025/04/27_15:46:40;7;20.0;943.3073825279012;21.4555158162117;1200;0;0;0;0;0
2025/04/27_15:46:42;7;20.0;943.3657621661146;21.451061763763427;1200;0;0;0;0;0
2025/04/27_15:46:43;7;20.0;943.3378729690434;21.452980432510376;1187;0;0;0;0;0
2025/04/27_15:46:44;8;20.0;943.3252664744065;21.452843384742735;1187;0;0;0;0;0
2025/04/27_15:46:45;9;20.0;943.3316259907783;21.444757566452026;1187;0;0;0;0;0
2025/04/27_15:46:46;9;20.0;943.3718888534006;21.44749852180481;1187;0;0;0;0;0
2025/04/27_15:46:47;9;20.0;943.345178851643;21.447224426269532;1187;0;0;0;0;0
2025/04/27_15:46:48;9;20.0;943.3241332113815;21.444551994800566;1196;0;0;0;0;0
2025/04/27_15:46:50;9;20.0;943.318329073152;21.446470663547515;1196;0;0;0;0;0
2025/04/27_15:46:51;10;20.0;943.2629477597825;21.443044469356536;1196;0;0;0;0;0
2025/04/27_15:46:52;10;20.0;943.3071386114543;21.435780937671662;1196;0;0;0;0;0
2025/04/27_15:46:53;10;20.0;943.3190216500396;21.448663427829743;1199;0;0;0;0;0
2025/04/27_15:46:54;11;20.0;943.3295972918864;21.447704093456267;1199;0;0;0;0;0
2025/04/27_15:46:55;12;20.0;943.3256046766479;21.443729708194734;1199;0;0;0;0;0
2025/04/27_15:46:56;13;20.0;943.3164469170885;21.438179273605346;1199;0;0;0;0;0
2025/04/27_15:46:57;13;20.0;943.3362511659413;21.445031661987304;1197;0;0;0;0;0
2025/04/27_15:46:58;15;20.0;943.317765331653;21.448389332294465;1197;0;0;0;0;0
2025/04/27_15:46:59;16;20.0;943.3060216427496;21.447909665107726;1197;0;0;0;0;0
2025/04/27_15:47:00;17;20.0;943.3699399265987;21.456954817771912;1197;0;0;0;0;0
2025/04/27_15:47:01;17;20.0;943.3501288875893;21.449896857738494;1197;0;0;0;0;0
2025/04/27_15:47:02;18;20.0;943.3727172746457;21.45400829076767;1194;0;0;0;0;0
2025/04/27_15:47:03;18;20.0;943.3346934895724;21.451061763763427;1194;0;0;0;0;0
2025/04/27_15:47:04;18;20.0;943.3285819185153;21.447155902385713;1194;0;0;0;0;0
2025/04/27_15:47:05;18;20.0;943.298300725903;21.448389332294465;1194;0;0;0;0;0
2025/04/27_15:47:06;18;20.0;943.2983826124913;21.447018854618072;1194;0;0;0;0;0
2025/04/27_15:47:08;19;20.0;943.3346870462797;21.45085619211197;1191;0;0;0;0;0
2025/04/27_15:47:08;19;20.0;943.370993894515;21.446813282966612;1191;0;0;0;0;0
2025/04/27_15:47:09;20;20.0;943.3835768066388;21.450170953273773;1191;0;0;0;0;0
2025/04/27_15:47:10;20;20.0;943.3365541150505;21.454693529605866;1191;0;0;0;0;0
2025/04/27_15:47:11;20;20.0;943.4065098682096;21.45729743719101;1191;0;0;0;0;0
2025/04/27_15:47:12;20;20.0;943.3594890216363;21.45393976688385;1195;0;0;0;0;0
2025/04/27_15:47:13;20;20.0;943.3746899952586;21.453254528045655;1195;0;0;0;0;0
2025/04/27_15:47:14;20;20.0;943.387272934886;21.456612198352815;1195;0;0;0;0;0
2025/04/27_15:47:15;20;20.0;943.3492618056847;21.45407681465149;1195;0;0;0;0;0
2025/04/27_15:47:16;20;20.0;943.3410505074521;21.45085619211197;1193;0;0;0;0;0
2025/04/27_15:47:17;20;20.0;943.351178534425;21.4555158162117;1193;0;0;0;0;0
2025/04/27_15:47:18;20;20.0;943.3445418453415;21.454762053489684;1193;0;0;0;0;0
2025/04/27_15:47:19;20;20.0;943.3471923626907;21.451747002601625;1193;0;0;0;0;0
2025/04/27_15:47:20;20;20.0;943.273622759161;21.453254528045655;1193;0;0;0;0;0
2025/04/27_15:47:21;21;20.0;943.3647295523945;21.45393976688385;1193;0;0;0;0;0
2025/04/27_15:47:22;21;20.0;943.3166345893696;21.460106916427613;1193;0;0;0;0;0
2025/04/27_15:47:23;22;20.0;943.3466305497714;21.45770858049393;1193;0;0;0;0;0
2025/04/27_15:47:24;23;20.0;943.3748339713073;21.461820013523102;1193;0;0;0;0;0
2025/04/27_15:47:25;23;20.0;943.2700256751242;21.45393976688385;1193;0;0;0;0;0
2025/04/27_15:47:26;23;20.0;943.379375486963;21.459421677589418;1193;0;0;0;0;0
2025/04/27_15:47:27;23;20.0;943.366039493799;21.459901344776153;1193;0;0;0;0;0
2025/04/27_15:47:28;23;20.0;943.3556465909007;21.45873643875122;1193;0;0;0;0;0
2025/04/27_15:47:29;23;20.0;943.3430159461178;21.461820013523102;1193;0;0;0;0;0
2025/04/27_15:47:30;21;20.0;943.3158853597945;21.44414085149765;1193;0;0;0;0;0
2025/04/27_15:47:31;22;20.0;943.3570123729074;21.462505252361296;1193;0;0;0;0;0
2025/04/27_15:47:32;23;20.0;943.3638643640021;21.4621626329422;1193;0;0;0;0;0
2025/04/27_15:47:33;24;20.0;943.2960478054212;21.464149825572967;1193;0;0;0;0;0
2025/04/27_15:47:34;24;20.0;943.2999384196513;21.46887797355652;1193;0;0;0;0;0
2025/04/27_15:47:35;24;20.0;943.2632471890969;21.46867240190506;1193;0;0;0;0;0
2025/04/27_15:47:36;24;20.0;943.3167398626526;21.471481881141663;1192;0;0;0;0;0
2025/04/27_15:47:37;25;20.0;943.3065442382492;21.472646787166596;1192;0;0;0;0;0
2025/04/27_15:47:38;25;20.0;943.2972156401179;21.46558882713318;1192;0;0;0;0;0
2025/04/27_15:47:39;26;20.0;943.2644907150452;21.46853535413742;1192;0;0;0;0;0
2025/04/27_15:47:40;25;20.0;943.3482611664352;21.473948740959166;1193;0;0;0;0;0
2025/04/27_15:47:41;25;20.0;943.3454868102003;21.469015021324157;1193;0;0;0;0;0
2025/04/27_15:47:42;26;20.0;943.3528045463542;21.475593314170837;1193;0;0;0;0;0
2025/04/27_15:47:43;25;20.0;943.3236292165029;21.468329782485963;1193;0;0;0;0;0
2025/04/27_15:47:44;25;20.0;943.3236612703247;21.469357640743254;1193;0;0;0;0;0
2025/04/27_15:47:45;24;20.0;943.3160732705553;21.47011140346527;1194;0;0;0;0;0
2025/04/27_15:50:48;1;20.0;853.2915099640669;18.338563724681734;1155;0;0;0;0;0
2025/04/27_15:51:07;6;20.0;967.2671775205167;5.962481169626117;1142;0;0;0;0;0
2025/04/27_15:52:04;7;20.0;943.2907024701065;21.619973137378693;1222;0;0;0;0;0
2025/04/27_15:52:09;7;20.0;943.3145223992475;21.610996508598326;1197;0;0;0;0;0
2025/04/27_15:52:10;8;20.0;943.3211417171898;21.611133556365967;1197;0;0;0;0;0
2025/04/27_15:52:11;8;20.0;943.2915049716239;21.609283411502837;1197;0;0;0;0;0
2025/04/27_15:52:13;8;20.0;943.2717094240617;21.60263659477234;1175;0;0;0;0;0
2025/04/27_15:52:14;8;20.0;943.3352345011969;21.614902369976043;1175;0;0;0;0;0
2025/04/27_15:52:15;8;20.0;943.2678409840772;21.606816551685334;1175;0;0;0;0;0
2025/04/27_15:52:17;9;20.0;943.2988478981654;21.61688956260681;1175;0;0;0;0;0
2025/04/27_15:52:17;10;20.0;943.2970161276439;21.614080083370208;1175;0;0;0;0;0
2025/04/27_15:52:20;10;20.0;943.30282762413;21.616409895420073;1171;0;0;0;0;0
2025/04/27_15:54:03;3;20.0;943.2845387010902;21.677122056484222;1189;0;0;0;0;0
2025/04/27_15:54:16;5;20.0;943.3174343845874;21.67931482076645;1181;0;0;0;0;0
2025/04/27_15:54:19;6;20.0;943.2966060605136;21.671503098011016;1181;0;0;0;0;0
2025/04/27_15:54:22;7;20.0;943.277123589188;21.658552083969116;1182;0;0;0;0;0
2025/04/27_16:01:58;4;20.0;943.2683574117982;21.500741579532622;1135;0;0;0;0;0
2025/04/27_16:02:01;4;20.0;943.2680717460788;21.503619582653045;1135;0;0;0;0;0
2025/04/27_16:02:21;5;20.0;943.3363959103896;21.52595836877823;1168;0;0;0;0;0
2025/04/27_16:03:34;18;20.0;943.2929509484585;21.50108419895172;1172;0;0;0;0;0
2025/04/27_16:03:53;20;20.0;943.2985831825397;21.42954526424408;1172;0;0;0;0;0
2025/04/27_16:04:06;26;20.0;943.2476278832569;21.447909665107726;1173;0;0;0;0;0
2025/04/27_16:04:09;26;20.0;943.2304130389856;21.440029418468477;1172;0;0;0;0;0
2025/04/27_16:04:10;27;20.0;943.3139016573751;21.448526380062102;1172;0;0;0;0;0
2025/04/27_16:04:11;27;20.0;943.279480207885;21.44105727672577;1172;0;0;0;0;0
2025/04/27_16:04:14;25;20.0;943.2406977506165;21.441742515563966;1172;0;0;0;0;0
2025/04/27_16:04:15;25;20.0;943.2365636547885;21.4492116189003;1172;0;0;0;0;0
2025/04/27_16:04:15;25;20.0;943.2496020283387;21.451198811531068;1172;0;0;0;0;0
2025/04/27_16:04:18;24;20.0;943.226351929706;21.43783665418625;1172;0;0;0;0;0
2025/04/27_16:04:20;25;20.0;943.2414477681758;21.44578542470932;1172;0;0;0;0;0
2025/04/27_16:04:21;25;20.0;943.2446961271096;21.44592247247696;1171;0;0;0;0;0
2025/04/27_16:04:22;25;20.0;943.2504620257544;21.442770373821258;1171;0;0;0;0;0
2025/04/27_16:04:24;26;20.0;943.2308950115274;21.43948122739792;1171;0;0;0;0;0
2025/04/27_16:04:24;26;20.0;943.2442626158626;21.440029418468477;1171;0;0;0;0;0
2025/04/27_16:04:25;26;20.0;943.2543305005721;21.438795988559722;1170;0;0;0;0;0
2025/04/27_16:04:27;26;20.0;943.2624173511358;21.434067840576173;1170;0;0;0;0;0
2025/04/27_16:04:28;25;20.0;943.2559610904858;21.439070084095;1170;0;0;0;0;0
2025/04/27_16:04:30;25;20.0;943.2116511666702;21.434547507762908;1170;0;0;0;0;0
2025/04/27_16:04:30;26;20.0;943.2321031391207;21.430230503082274;1169;0;0;0;0;0
2025/04/27_16:04:32;26;20.0;943.2837098026043;21.436671748161316;1169;0;0;0;0;0
2025/04/27_16:04:33;25;20.0;943.2729153176676;21.430641646385194;1169;0;0;0;0;0
2025/04/27_16:04:34;26;20.0;943.2218764119935;21.430367550849915;1169;0;0;0;0;0
2025/04/27_16:04:34;26;20.0;943.2426848537539;21.42947674036026;1169;0;0;0;0;0
2025/04/27_16:04:36;25;20.0;943.2411636747274;21.43269736289978;1169;0;0;0;0;0
2025/04/27_16:04:37;25;20.0;943.2460278372356;21.428654453754426;1169;0;0;0;0;0
2025/04/27_16:04:38;26;20.0;943.2460664741427;21.429887883663177;1169;0;0;0;0;0
2025/04/27_16:04:39;26;20.0;943.2623482273223;21.412003149986266;1169;0;0;0;0;0
2025/04/27_16:04:40;26;20.0;943.2491343086446;21.42426892518997;1169;0;0;0;0;0
2025/04/27_16:04:41;26;20.0;943.2618024345988;21.422418780326844;1169;0;0;0;0;0
2025/04/27_16:04:42;29;20.0;943.2436531594242;21.42454302072525;1169;0;0;0;0;0
2025/04/27_16:04:43;29;20.0;943.1823224566248;21.41830734729767;1169;0;0;0;0;0
2025/04/27_16:04:44;30;20.0;943.2593371854682;21.427352499961852;1169;0;0;0;0;0
2025/04/27_16:04:46;30;20.0;943.2566116848794;21.42002044439316;1169;0;0;0;0;0
2025/04/27_16:04:46;30;20.0;943.2432380806425;21.419266681671143;1169;0;0;0;0;0
2025/04/27_16:04:48;28;20.0;943.2418226298332;21.41789620399475;1169;0;0;0;0;0
2025/04/27_16:04:48;28;20.0;943.2234606716794;21.41323657989502;1169;0;0;0;0;0
2025/04/27_16:04:49;28;20.0;943.2694623021962;21.416046059131624;1168;0;0;0;0;0
2025/04/27_16:04:51;31;20.0;943.256413704459;21.41769063234329;1168;0;0;0;0;0
2025/04/27_16:04:52;34;20.0;943.2416934582652;21.413784770965577;1168;0;0;0;0;0
2025/04/27_16:04:52;34;20.0;943.281865808379;21.41769063234329;1168;0;0;0;0;0
2025/04/27_16:04:54;34;20.0;943.2294837679854;21.41830734729767;1169;0;0;0;0;0
2025/04/27_16:04:55;32;20.0;943.2492180947264;21.41501820087433;1169;0;0;0;0;0
2025/04/27_16:04:56;32;20.0;943.225345043423;21.413647723197936;1169;0;0;0;0;0
2025/04/27_16:04:57;34;20.0;943.2653425573692;21.412003149986266;1169;0;0;0;0;0
2025/04/27_16:04:57;34;20.0;943.2138731960961;21.40987890958786;1169;0;0;0;0;0
2025/04/27_16:04:58;34;20.0;943.2354144244287;21.41645720243454;1168;0;0;0;0;0
2025/04/27_16:04:59;34;20.0;943.2544346893908;21.418238823413848;1168;0;0;0;0;0
2025/04/27_16:05:00;35;20.0;943.2603181491792;21.42282992362976;1168;0;0;0;0;0
2025/04/27_16:05:02;36;20.0;943.2378946575545;21.4159775352478;1168;0;0;0;0;0
2025/04/27_16:05:02;35;20.0;943.2283458397707;21.413853294849396;1168;0;0;0;0;0
2025/04/27_16:05:03;34;20.0;943.2560029238474;21.420500111579894;1167;0;0;0;0;0
2025/04/27_16:05:04;34;20.0;943.2551489221643;21.425091211795806;1167;0;0;0;0;0
2025/04/27_16:05:05;34;20.0;943.2424851313557;21.423104019165038;1167;0;0;0;0;0
2025/04/27_16:05:06;32;20.0;943.2418763411802;21.423583686351776;1167;0;0;0;0;0
2025/04/27_16:05:07;35;20.0;943.2716094389639;21.42084273099899;1167;0;0;0;0;0
2025/04/27_16:05:08;34;20.0;943.254880030404;21.420500111579894;1167;0;0;0;0;0
2025/04/27_16:05:09;34;20.0;943.2270634437643;21.42468006849289;1167;0;0;0;0;0
2025/04/27_16:05:11;34;20.0;943.2532903128545;21.425502355098725;1167;0;0;0;0;0
2025/04/27_16:05:12;34;20.0;943.2358682045395;21.4229669713974;1167;0;0;0;0;0
2025/04/27_16:05:12;32;20.0;943.2175408277897;21.411454958915712;1167;0;0;0;0;0
2025/04/27_16:05:13;32;20.0;943.2140925180141;21.416868345737456;1164;0;0;0;0;0
2025/04/27_16:05:14;32;20.0;943.2504723445777;21.42317254304886;1164;0;0;0;0;0
2025/04/27_16:05:15;31;20.0;943.2364016407006;21.424063353538514;1164;0;0;0;0;0
2025/04/27_16:05:16;31;20.0;943.2160670891384;21.420157492160797;1164;0;0;0;0;0
2025/04/27_16:05:17;31;20.0;943.2205651024493;21.420363063812257;1164;0;0;0;0;0
2025/04/27_16:05:18;31;20.0;943.2290747404587;21.425159735679628;1164;0;0;0;0;0
2025/04/27_16:05:19;30;20.0;943.2193300340051;21.42474859237671;1164;0;0;0;0;0
2025/04/27_16:05:20;30;20.0;943.2289587926076;21.42145944595337;1164;0;0;0;0;0
2025/04/27_16:05:22;30;20.0;943.1586469897418;21.419266681671143;1164;0;0;0;0;0
2025/04/27_16:05:23;31;20.0;943.2264269515211;21.420294539928435;1163;0;0;0;0;0
2025/04/27_16:05:24;30;20.0;943.2188334098388;21.42084273099899;1163;0;0;0;0;0
2025/04/27_16:05:25;29;20.0;943.2199930052625;21.41803325176239;1163;0;0;0;0;0
2025/04/27_16:05:25;29;20.0;943.2236689832291;21.423857781887055;1163;0;0;0;0;0
2025/04/27_16:05:27;29;20.0;943.2098290279531;21.41618310689926;1163;0;0;0;0;0
