Time;GeigerCounts;Ozone;Pressure;Temperature;CO2;InsideTemp;Humidity;Relative Humidity;BME-Pressure;BME-Altitude
2025/04/27_15:42:02;17;20.0;943.3571152887212;21.465794398784638;1058;0;0;0;0;0
2025/04/27_15:42:03;17;20.0;943.3584517622963;21.46065510749817;1058;0;0;0;0;0
2025/04/27_15:42:04;17;20.0;943.3731646208258;21.460312488079072;1058;0;0;0;0;0
2025/04/27_15:42:05;17;20.0;943.3671109232531;21.458256771564482;1090;0;0;0;0;0
2025/04/27_15:42:06;18;20.0;943.3658029982282;21.456338102817536;1090;0;0;0;0;0
2025/04/27_15:42:07;18;20.0;943.3729517617705;21.453528623580933;1090;0;0;0;0;0
2025/04/27_15:42:08;19;20.0;943.3730205760704;21.451747002601625;1090;0;0;0;0;0
2025/04/27_15:42:09;20;20.0;943.3506688360139;21.451198811531068;1090;0;0;0;0;0
2025/04/27_15:42:10;20;20.0;943.386076588879;21.450308001041414;1110;0;0;0;0;0
2025/04/27_15:42:11;20;20.0;943.3905878412979;21.45092471599579;1110;0;0;0;0;0
2025/04/27_15:42:12;21;20.0;943.3669087081324;21.447841141223908;1110;0;0;0;0;0
2025/04/27_15:42:13;21;20.0;943.4161659376978;21.446950330734253;1110;0;0;0;0;0
2025/04/27_15:42:14;21;20.0;943.3430788042658;21.43598650932312;1110;0;0;0;0;0
2025/04/27_15:42:15;22;20.0;943.3652157176975;21.449554238319397;1118;0;0;0;0;0
2025/04/27_15:42:16;22;20.0;943.3772027020601;21.45380271911621;1118;0;0;0;0;0
2025/04/27_15:42:17;24;20.0;943.3750320302232;21.45222666978836;1118;0;0;0;0;0
2025/04/27_15:42:18;24;20.0;943.3500298168805;21.442770373821258;1118;0;0;0;0;0
2025/04/27_15:42:19;26;20.0;943.3723859423256;21.451404383182524;1126;0;0;0;0;0
2025/04/27_15:42:20;26;20.0;943.3801843732732;21.453391575813292;1126;0;0;0;0;0
2025/04/27_15:42:21;27;20.0;943.3574538030764;21.456680722236634;1126;0;0;0;0;0
2025/04/27_15:42:22;29;20.0;943.3583680379965;21.457982676029204;1126;0;0;0;0;0
2025/04/27_15:42:23;29;20.0;943.3404610122467;21.45195257425308;1126;0;0;0;0;0
2025/04/27_15:42:24;30;20.0;943.3557928319776;21.459421677589418;1136;0;0;0;0;0
2025/04/27_15:42:25;30;20.0;943.3482290213357;21.456954817771912;1136;0;0;0;0;0
2025/04/27_15:42:26;31;20.0;943.3634146060725;21.46373868227005;1136;0;0;0;0;0
2025/04/27_15:42:27;32;20.0;943.3592809578665;21.471207785606385;1136;0;0;0;0;0
2025/04/27_15:42:28;32;20.0;943.3820576124115;21.469357640743254;1136;0;0;0;0;0
2025/04/27_15:42:29;32;20.0;943.3747263758647;21.46236820459366;1140;0;0;0;0;0
2025/04/27_15:42:30;32;20.0;943.3545543359998;21.47168745279312;1140;0;0;0;0;0
2025/04/27_15:42:31;32;20.0;943.3629150773654;21.467713067531587;1140;0;0;0;0;0
2025/04/27_15:42:32;32;20.0;943.4059029453612;21.47374316930771;1140;0;0;0;0;0
2025/04/27_15:42:33;32;20.0;943.3579747286983;21.47333202600479;1140;0;0;0;0;0
2025/04/27_15:42:34;32;20.0;943.3720564155549;21.464766540527343;1141;0;0;0;0;0
2025/04/27_15:42:35;32;20.0;943.3530569867015;21.47168745279312;1141;0;0;0;0;0
2025/04/27_15:42:36;29;20.0;943.3683212611664;21.469015021324157;1141;0;0;0;0;0
2025/04/27_15:42:37;29;20.0;943.3681153567604;21.462436728477478;1141;0;0;0;0;0
2025/04/27_15:42:38;29;20.0;943.3113440839896;21.462505252361296;1141;0;0;0;0;0
2025/04/27_15:42:39;29;20.0;943.3624957322501;21.466274065971376;1148;0;0;0;0;0
2025/04/27_15:42:40;28;20.0;943.3714557259177;21.469494688510895;1148;0;0;0;0;0
2025/04/27_15:42:41;27;20.0;943.3841012542019;21.470865166187288;1148;0;0;0;0;0
2025/04/27_15:42:42;28;20.0;943.3838758963099;21.46367015838623;1148;0;0;0;0;0
2025/04/27_15:42:43;27;20.0;943.3378781326179;21.46510915994644;1152;0;0;0;0;0
2025/04/27_15:42:44;28;20.0;943.3718493506484;21.47011140346527;1152;0;0;0;0;0
2025/04/27_15:42:45;27;20.0;943.3433726221285;21.46524620771408;1152;0;0;0;0;0
2025/04/27_15:42:46;27;20.0;943.3771682027442;21.46065510749817;1152;0;0;0;0;0
2025/04/27_15:42:47;27;20.0;943.3845399090438;21.472920882701874;1152;0;0;0;0;0
2025/04/27_15:42:48;28;20.0;943.3451430643577;21.465999970436098;1158;0;0;0;0;0
2025/04/27_15:42:49;29;20.0;943.3485071738568;21.469837307929993;1158;0;0;0;0;0
2025/04/27_15:42:50;28;20.0;943.3275365821074;21.46558882713318;1158;0;0;0;0;0
2025/04/27_15:42:51;29;20.0;943.3788283814685;21.469837307929993;1158;0;0;0;0;0
2025/04/27_15:42:52;26;20.0;943.335323392793;21.471207785606385;1158;0;0;0;0;0
2025/04/27_15:42:53;26;20.0;943.348964941827;21.472509739398955;1159;0;0;0;0;0
2025/04/27_15:42:54;26;20.0;943.3638999216669;21.471276309490204;1159;0;0;0;0;0
